salary_id,employee_id,amount,is_valid,valid_from,valid_to
4323,2460,51514,False,2023-06-15,2024-05-04
4324,2460,54350,True,2024-05-05,9999-12-31
4325,2461,170434,False,2022-07-02,2023-05-25
4326,2461,179014,True,2023-05-26,9999-12-31
4327,2462,121095,True,2017-09-27,9999-12-31
4328,2463,192525,False,2019-12-17,2020-09-12
4329,2463,192753,False,2020-09-13,2021-08-31
4330,2463,196280,False,2021-09-01,2024-10-07
4331,2464,87887,True,2023-07-01,9999-12-31
4332,2465,56200,False,2023-07-22,2026-05-17
4333,2466,116200,True,2023-11-28,9999-12-31
4334,2467,73616,False,2023-01-20,2023-11-30
4335,2467,81130,False,2023-12-01,2024-07-20
4336,2467,86351,False,2024-07-21,2025-04-24
4337,2467,92578,True,2025-04-25,9999-12-31
4338,2468,77134,False,2017-02-16,2022-01-29
4339,2469,103053,False,2024-06-17,2025-05-19
4340,2469,108667,False,2025-05-20,2026-05-08
4341,2469,118220,True,2026-05-09,9999-12-31
4342,2470,182056,True,2020-01-21,9999-12-31
4343,2471,67918,False,2022-06-07,2023-08-29
4344,2472,135739,True,2024-11-04,9999-12-31
4345,2473,78349,False,2019-08-02,2020-05-21
4346,2473,83017,False,2020-05-22,2021-03-28
4347,2473,87993,True,2021-03-29,9999-12-31
4348,2474,136380,False,2025-07-03,2026-04-21
4349,2474,144351,False,2026-04-22,2026-05-17
4350,2474,151879,False,2026-05-18,2026-05-17
4351,2475,56395,False,2024-09-01,2025-05-20
4352,2476,84238,False,2026-04-18,2026-05-17
4353,2477,201168,False,2023-03-05,2023-11-05
4354,2477,215142,False,2023-11-06,2026-05-17
4355,2478,77227,False,2024-01-28,2025-01-03
4356,2478,84029,True,2025-01-04,9999-12-31
4357,2479,137888,True,2025-08-11,9999-12-31
4358,2480,67881,False,2024-05-09,2025-04-01
4359,2480,74358,True,2025-04-02,9999-12-31
4360,2481,231860,False,2023-05-30,2026-05-17
4361,2482,153761,True,2016-12-27,9999-12-31
4362,2483,65204,False,2023-05-01,2024-04-15
4363,2483,69228,False,2024-04-16,2026-05-17
4364,2484,61143,False,2024-04-16,2024-10-25
4365,2484,64561,True,2024-10-26,9999-12-31
4366,2485,158587,False,2022-10-24,2023-08-01
4367,2485,162639,False,2023-08-02,2024-05-06
4368,2485,162992,False,2024-05-07,2025-03-14
4369,2486,102532,True,2024-09-15,9999-12-31
4370,2487,92714,False,2025-06-17,2026-03-01
4371,2487,94517,False,2026-03-02,2026-05-17
4372,2488,279516,True,2023-11-07,9999-12-31
4373,2489,76902,False,2019-12-12,2020-06-22
4374,2489,105124,True,2020-06-23,9999-12-31
4375,2490,182516,True,2021-11-25,9999-12-31
4376,2491,130076,False,2025-02-19,2026-01-31
4377,2491,138633,False,2026-02-01,2026-05-17
4378,2491,153308,False,2026-05-18,2025-07-26
4379,2492,60540,False,2023-07-24,2026-05-17
4380,2493,154911,False,2025-09-22,2026-05-17
4381,2493,216025,True,2026-05-18,9999-12-31
4382,2494,183831,False,2023-11-28,2024-05-19
4383,2495,174860,True,2024-12-10,9999-12-31
4384,2496,79320,True,2026-02-26,9999-12-31
4385,2497,185040,False,2022-07-31,2026-05-17
4386,2498,83458,True,2024-03-26,9999-12-31
4387,2499,60179,True,2018-10-09,9999-12-31
4388,2500,203778,True,2015-03-06,9999-12-31
4389,2501,330544,True,2026-02-23,9999-12-31
4390,2502,186396,False,2015-09-26,2016-07-23
4391,2502,226791,True,2016-07-24,9999-12-31
4392,2503,99959,False,2025-08-23,2026-05-17
4393,2503,121749,False,2026-05-18,2026-03-21
4394,2504,45996,True,2026-03-18,9999-12-31
4395,2505,137131,False,2025-05-09,2025-11-23
4396,2505,152093,False,2025-11-24,2026-05-17
4397,2505,169657,False,2026-05-18,2026-05-17
4398,2506,160722,False,2018-08-09,2019-06-05
4399,2506,163709,True,2019-06-06,9999-12-31
4400,2507,143270,False,2022-07-15,2023-03-02
4401,2507,156981,False,2023-03-03,2023-09-01
4402,2507,175229,True,2023-09-02,9999-12-31
4403,2508,79862,True,2022-08-17,9999-12-31
4404,2509,138194,True,2020-03-17,9999-12-31
4405,2510,73925,False,2022-11-12,2023-05-28
4406,2510,79476,True,2023-05-29,9999-12-31
4407,2511,103979,False,2024-04-11,2024-12-07
4408,2511,141442,True,2024-12-08,9999-12-31
4409,2512,113655,True,2021-10-28,9999-12-31
4410,2513,60065,False,2025-12-10,2026-05-17
4411,2513,65571,False,2026-05-18,2026-05-17
4412,2513,72422,True,2026-05-18,9999-12-31
4413,2514,77421,False,2015-05-03,2016-01-26
4414,2514,86101,True,2016-01-27,9999-12-31
4415,2515,118737,True,2025-11-15,9999-12-31
4416,2516,165956,False,2016-05-08,2017-03-04
4417,2516,182388,True,2017-03-05,9999-12-31
4418,2517,99577,True,2016-02-24,9999-12-31
4419,2518,54183,False,2023-03-11,2025-05-20
4420,2519,135530,False,2024-01-15,2024-12-11
4421,2519,144353,True,2024-12-12,9999-12-31
4422,2520,161819,False,2015-12-16,2016-12-12
4423,2520,207819,False,2016-12-13,2017-10-17
4424,2520,289604,True,2017-10-18,9999-12-31
4425,2521,122478,False,2024-02-24,2026-04-24
4426,2522,140737,False,2016-08-22,2020-09-24
4427,2523,161494,True,2023-12-31,9999-12-31
4428,2524,85512,True,2023-09-19,9999-12-31
4429,2525,134252,False,2022-03-30,2023-02-23
4430,2525,147042,True,2023-02-24,9999-12-31
4431,2526,71782,True,2021-06-29,9999-12-31
4432,2527,83238,False,2024-07-26,2025-02-16
4433,2527,88445,False,2025-02-17,2026-01-07
4434,2527,93702,True,2026-01-08,9999-12-31
4435,2528,96408,False,2024-08-22,2025-10-03
4436,2529,85838,False,2025-07-13,2026-05-17
4437,2530,91395,False,2023-11-11,2024-09-11
4438,2530,100756,True,2024-09-12,9999-12-31
4439,2531,109926,False,2025-10-03,2026-05-17
4440,2531,123417,True,2026-05-18,9999-12-31
4441,2532,272619,False,2017-10-14,2018-10-07
4442,2532,300441,True,2018-10-08,9999-12-31
4443,2533,76677,True,2026-01-26,9999-12-31
4444,2534,231769,True,2016-07-23,9999-12-31
4445,2535,133311,False,2022-11-14,2026-05-17
4446,2536,47619,False,2023-04-29,2024-04-22
4447,2536,49490,False,2024-04-23,2024-12-07
4448,2536,50784,True,2024-12-08,9999-12-31
4449,2537,225827,True,2021-04-08,9999-12-31
4450,2538,156779,False,2018-10-23,2019-06-01
4451,2538,191837,False,2019-06-02,2020-03-02
4452,2538,237703,True,2020-03-03,9999-12-31
4453,2539,118115,False,2025-03-15,2025-11-25
4454,2539,127405,True,2025-11-26,9999-12-31
4455,2540,135086,False,2016-02-24,2016-12-07
4456,2540,138291,True,2016-12-08,9999-12-31
4457,2541,127616,True,2026-04-11,9999-12-31
4458,2542,145919,False,2022-11-10,2023-07-24
4459,2542,158000,True,2023-07-25,9999-12-31
4460,2543,79449,False,2026-02-05,2026-05-17
4461,2543,89231,True,2026-05-18,9999-12-31
4462,2544,117056,False,2024-03-16,2026-05-17
4463,2545,94006,False,2014-06-04,2015-01-09
4464,2545,99497,True,2015-01-10,9999-12-31
4465,2546,96966,False,2024-05-27,2026-05-17
4466,2547,141760,True,2025-12-16,9999-12-31
4467,2548,86370,True,2022-12-17,9999-12-31
4468,2549,66187,False,2025-12-31,2026-05-17
4469,2549,73363,False,2026-05-18,2026-05-17
4470,2549,79518,False,2026-05-18,2026-05-17
4471,2550,84638,True,2022-08-23,9999-12-31
4472,2551,199368,True,2022-07-14,9999-12-31
4473,2552,94613,False,2018-01-26,2018-08-12
4474,2552,97152,False,2018-08-13,2019-06-10
4475,2552,99059,False,2019-06-11,2020-01-10
4476,2552,100508,False,2020-01-11,2019-12-31
4477,2553,155305,True,2024-06-18,9999-12-31
4478,2554,69351,False,2022-09-29,2026-05-17
4479,2555,62437,False,2024-12-08,2025-09-30
4480,2555,67049,False,2025-10-01,2026-04-19
4481,2555,72198,True,2026-04-20,9999-12-31
4482,2556,143638,False,2017-01-14,2017-10-18
4483,2556,159436,True,2017-10-19,9999-12-31
4484,2557,100481,True,2014-08-23,9999-12-31
4485,2558,128442,False,2019-09-20,2020-04-25
4486,2558,158287,True,2020-04-26,9999-12-31
4487,2559,122028,True,2020-07-07,9999-12-31
4488,2560,78138,False,2018-03-09,2019-02-11
4489,2560,83722,True,2019-02-12,9999-12-31
4490,2561,105743,True,2025-09-10,9999-12-31
4491,2562,182793,True,2022-12-19,9999-12-31
4492,2563,165519,False,2019-01-03,2019-11-25
4493,2563,181509,True,2019-11-26,9999-12-31
4494,2564,57671,True,2023-10-02,9999-12-31
4495,2565,192104,True,2024-11-12,9999-12-31
4496,2566,189130,True,2023-02-09,9999-12-31
4497,2567,67766,False,2026-05-06,2026-05-17
4498,2568,164559,True,2016-05-03,9999-12-31
4499,2569,257727,False,2025-02-17,2025-11-02
4500,2569,321578,False,2025-11-03,2026-05-17
4501,2569,381643,False,2026-05-18,2026-05-17
4502,2569,470851,True,2026-05-18,9999-12-31
4503,2570,75790,False,2024-09-20,2025-05-10
4504,2570,82303,False,2025-05-11,2026-05-10
4505,2570,92154,False,2026-05-11,2026-05-17
4506,2570,99529,False,2026-05-18,2026-05-17
4507,2571,122005,True,2016-11-12,9999-12-31
4508,2572,335964,False,2020-09-04,2021-03-10
4509,2572,429903,False,2021-03-11,2021-11-01
4510,2572,544822,True,2021-11-02,9999-12-31
4511,2573,103075,False,2026-02-08,2026-05-17
4512,2573,113382,False,2026-05-18,2026-05-17
4513,2573,125442,False,2026-05-18,2026-05-17
4514,2574,162776,True,2018-11-19,9999-12-31
4515,2575,118889,False,2022-01-14,2022-11-07
4516,2575,121061,True,2022-11-08,9999-12-31
4517,2576,77048,True,2023-01-27,9999-12-31
4518,2577,75173,True,2021-03-10,9999-12-31
4519,2578,102367,False,2023-02-12,2024-06-12
4520,2579,237473,True,2021-01-07,9999-12-31
4521,2580,4400224,True,2024-04-15,9999-12-31
4522,2581,138820,True,2020-04-20,9999-12-31
4523,2582,118405,True,2022-06-25,9999-12-31
4524,2583,145412,False,2023-06-04,2026-05-17
4525,2584,89424,False,2024-12-27,2025-07-10
4526,2584,97409,False,2025-07-11,2026-01-21
4527,2584,102477,True,2026-01-22,9999-12-31
4528,2585,128860,False,2016-07-11,2017-06-04
4529,2585,143441,True,2017-06-05,9999-12-31
4530,2586,148131,True,2015-10-22,9999-12-31
4531,2587,67094,False,2026-05-08,2026-05-17
4532,2587,69263,False,2026-05-18,2026-05-17
4533,2587,71210,False,2026-05-18,2026-05-17
4534,2588,95716,False,2025-05-10,2025-11-16
4535,2588,117333,False,2025-11-17,2026-05-17
4536,2588,139624,True,2026-05-18,9999-12-31
4537,2589,141001,False,2021-02-27,2021-11-29
4538,2589,166105,True,2021-11-30,9999-12-31
4539,2590,71331,True,2025-02-12,9999-12-31
4540,2591,84816,True,2020-07-10,9999-12-31
4541,2592,218076,False,2024-07-07,2025-05-02
4542,2592,231479,True,2025-05-03,9999-12-31
4543,2593,47720,True,2022-08-10,9999-12-31
4544,2594,44921,False,2025-11-20,2026-05-17
4545,2594,48267,False,2026-05-18,2026-05-17
4546,2595,50086,True,2023-01-10,9999-12-31
4547,2596,201541,True,2019-05-29,9999-12-31
4548,2597,99112,False,2023-07-14,2024-02-08
4549,2597,108538,True,2024-02-09,9999-12-31
4550,2598,142935,False,2025-08-10,2026-03-16
4551,2598,169068,False,2026-03-17,2026-05-17
4552,2598,204544,False,2026-05-18,2026-05-17
4553,2598,254073,True,2026-05-18,9999-12-31
4554,2599,234193,True,2023-07-28,9999-12-31
4555,2600,134609,False,2015-07-05,2017-03-06
4556,2601,221729,True,2018-03-30,9999-12-31
4557,2602,97760,False,2025-10-02,2026-05-17
4558,2602,105372,False,2026-05-18,2026-05-17
4559,2602,114789,False,2026-05-18,2026-05-17
4560,2603,86096,False,2025-02-11,2026-05-17
4561,2604,177721,False,2024-07-05,2025-04-10
4562,2604,183479,True,2025-04-11,9999-12-31
4563,2605,100864,True,2016-02-05,9999-12-31
4564,2606,129745,True,2023-07-02,9999-12-31
4565,2607,80350,False,2023-09-26,2025-09-09
4566,2608,170298,False,2016-12-26,2017-08-28
4567,2608,180920,False,2017-08-29,2018-08-01
4568,2608,200515,False,2018-08-02,2019-04-17
4569,2608,216127,True,2019-04-18,9999-12-31
4570,2609,141431,False,2024-05-08,2025-01-24
4571,2609,155291,True,2025-01-25,9999-12-31
4572,2610,67284,False,2025-02-17,2026-01-01
4573,2610,69452,False,2026-01-02,2026-05-17
4574,2611,102269,True,2024-07-02,9999-12-31
4575,2612,132596,False,2023-06-13,2024-06-03
4576,2612,147710,False,2024-06-04,2025-06-01
4577,2612,157878,True,2025-06-02,9999-12-31
4578,2613,84525,True,2019-11-25,9999-12-31
4579,2614,130111,False,2025-08-25,2026-05-17
4580,2614,147264,False,2026-05-18,2026-05-17
4581,2615,180717,False,2018-07-21,2019-01-17
4582,2615,197577,True,2019-01-18,9999-12-31
4583,2616,63919,False,2025-08-22,2026-05-17
4584,2617,149807,True,2023-07-15,9999-12-31
4585,2618,171525,True,2022-11-22,9999-12-31
4586,2619,130175,True,2024-02-24,9999-12-31
4587,2620,71963,False,2025-10-19,2026-04-20
4588,2620,76079,False,2026-04-21,2026-05-17
4589,2621,118912,False,2023-04-13,2024-03-01
4590,2621,132817,False,2024-03-02,2026-05-17
4591,2622,68807,True,2015-12-08,9999-12-31
4592,2623,119853,False,2025-02-19,2026-02-04
4593,2623,120510,False,2026-02-05,2026-05-09
4594,2624,151124,True,2014-08-07,9999-12-31
4595,2625,53183,False,2024-02-06,2024-09-15
4596,2625,59350,False,2024-09-16,2025-08-26
4597,2625,63004,True,2025-08-27,9999-12-31
4598,2626,99982,False,2014-10-07,2019-10-06
4599,2627,81614,False,2022-08-11,2023-08-11
4600,2627,91084,False,2023-08-12,2024-02-21
4601,2627,95726,True,2024-02-22,9999-12-31
4602,2628,209900,False,2017-05-29,2017-12-19
4603,2628,228813,True,2017-12-20,9999-12-31
4604,2629,84783,False,2025-01-16,2026-05-17
4605,2630,243959,False,2015-11-10,2016-01-28
4606,2631,243654,True,2021-06-04,9999-12-31
4607,2632,132895,False,2022-06-03,2023-02-09
4608,2632,133511,True,2023-02-10,9999-12-31
4609,2633,196058,True,2022-12-15,9999-12-31
4610,2634,126910,False,2021-05-01,2021-10-30
4611,2634,139830,True,2021-10-31,9999-12-31
4612,2635,112475,False,2025-10-17,2026-05-17
4613,2635,134041,False,2026-05-18,2026-05-17
4614,2635,164593,False,2026-05-18,2026-05-17
4615,2636,82006,True,2020-06-07,9999-12-31
4616,2637,79792,False,2025-08-26,2026-04-05
4617,2637,85810,True,2026-04-06,9999-12-31
4618,2638,84520,False,2023-03-30,2023-07-29
4619,2639,192337,False,2017-10-03,2018-06-09
4620,2639,208072,False,2018-06-10,2019-01-01
4621,2639,231768,True,2019-01-02,9999-12-31
4622,2640,85277,True,2026-04-08,9999-12-31
4623,2641,89600,False,2023-03-25,2026-02-05
4624,2642,50200,True,2025-03-16,9999-12-31
4625,2643,169346,False,2021-06-12,2023-05-08
4626,2644,93602,False,2026-03-16,2026-05-17
4627,2645,96725,False,2018-08-19,2019-08-11
4628,2645,102608,False,2019-08-12,2020-02-16
4629,2645,109191,True,2020-02-17,9999-12-31
4630,2646,126305,False,2023-03-26,2024-02-03
4631,2646,156145,False,2024-02-04,2024-08-28
4632,2646,202704,False,2024-08-29,2025-08-19
4633,2646,276854,True,2025-08-20,9999-12-31
4634,2647,141388,False,2022-10-28,2024-10-02
4635,2648,124312,False,2024-03-27,2024-12-27
4636,2648,143100,False,2024-12-28,2025-03-29
4637,2649,205983,True,2020-04-28,9999-12-31
4638,2650,237849,False,2017-10-31,2022-01-10
4639,2651,104990,False,2023-09-08,2026-05-17
4640,2652,105755,False,2023-07-05,2023-08-04
4641,2653,87048,True,2023-08-15,9999-12-31
4642,2654,86768,True,2024-08-03,9999-12-31
4643,2655,64432,True,2019-07-05,9999-12-31
4644,2656,122187,True,2024-06-19,9999-12-31
4645,2657,56725,True,2025-02-02,9999-12-31
4646,2658,72867,False,2026-05-15,2026-05-17
4647,2658,84741,False,2026-05-18,2026-05-17
4648,2658,98703,True,2026-05-18,9999-12-31
4649,2659,74394,True,2022-10-17,9999-12-31
4650,2660,188163,False,2022-04-11,2022-12-31
4651,2660,224536,False,2023-01-01,2023-11-26
4652,2660,264418,False,2023-11-27,2026-05-17
4653,2661,77747,False,2016-02-04,2016-12-30
4654,2662,173416,True,2021-06-17,9999-12-31
4655,2663,83094,True,2026-01-27,9999-12-31
4656,2664,125002,True,2018-09-27,9999-12-31
4657,2665,209673,False,2016-10-10,2017-07-24
4658,2665,222187,False,2017-07-25,2019-09-07
4659,2666,277752,True,2017-03-02,9999-12-31
4660,2667,161878,True,2020-05-12,9999-12-31
4661,2668,94491,False,2023-06-19,2024-06-11
4662,2668,95147,True,2024-06-12,9999-12-31
4663,2669,159640,True,2020-01-31,9999-12-31
4664,2670,143148,False,2023-12-28,2024-11-28
4665,2670,157291,True,2024-11-29,9999-12-31
4666,2671,76494,True,2023-06-28,9999-12-31
4667,2672,45247,False,2022-11-11,2022-12-22
4668,2673,193420,False,2017-02-21,2017-11-27
4669,2673,210428,True,2017-11-28,9999-12-31
4670,2674,85880,False,2022-10-09,2023-05-03
4671,2674,92000,True,2023-05-04,9999-12-31
4672,2675,284916,False,2015-03-12,2016-02-23
4673,2675,316112,False,2016-02-24,2017-02-04
4674,2675,352463,False,2017-02-05,2017-08-05
4675,2675,377882,True,2017-08-06,9999-12-31
4676,2676,45772,False,2023-02-02,2026-05-17
4677,2677,150755,False,2023-09-06,2024-03-29
4678,2677,172243,False,2024-03-30,2025-03-09
4679,2677,197673,True,2025-03-10,9999-12-31
4680,2678,80897,False,2024-11-12,2025-06-03
4681,2678,86869,False,2025-06-04,2026-05-17
4682,2678,94132,False,2026-05-18,2026-05-17
4683,2679,62190,True,2025-05-19,9999-12-31
4684,2680,188211,True,2024-03-27,9999-12-31
4685,2681,81849,False,2024-05-13,2024-11-18
4686,2681,86379,False,2024-11-19,2026-05-17
4687,2682,145747,True,2024-07-17,9999-12-31
4688,2683,46255,True,2022-06-11,9999-12-31
4689,2684,64604,False,2025-11-22,2026-05-17
4690,2684,69692,True,2026-05-18,9999-12-31
4691,2685,67564,False,2024-03-04,2026-05-17
4692,2686,112127,False,2024-03-18,2024-12-18
4693,2686,114741,False,2024-12-19,2026-05-17
4694,2687,225175,False,2021-01-19,2021-12-05
4695,2687,226364,True,2021-12-06,9999-12-31
4696,2688,50337,False,2025-03-13,2025-11-03
4697,2688,53498,False,2025-11-04,2026-05-17
4698,2688,59151,False,2026-05-18,2026-05-17
4699,2688,62461,False,2026-05-18,2026-05-17
4700,2689,239925,False,2015-12-27,2016-07-06
4701,2689,307476,False,2016-07-07,2016-02-08
4702,2690,68775,False,2025-06-06,2026-01-01
4703,2690,93584,True,2026-01-02,9999-12-31
4704,2691,136453,False,2020-04-05,2021-01-07
4705,2691,167457,True,2021-01-08,9999-12-31
4706,2692,105899,True,2020-11-05,9999-12-31
4707,2693,136080,True,2021-02-13,9999-12-31
4708,2694,92932,True,2022-08-06,9999-12-31
4709,2695,120121,True,2021-06-19,9999-12-31
4710,2696,88459,True,2025-01-29,9999-12-31
4711,2697,267015,True,2015-02-10,9999-12-31
4712,2698,174553,True,2015-11-29,9999-12-31
4713,2699,105405,False,2025-08-11,2026-05-17
4714,2699,140162,True,2026-05-18,9999-12-31
4715,2700,158896,False,2023-07-22,2024-06-07
4716,2700,174460,False,2024-06-08,2025-02-11
4717,2700,192082,True,2025-02-12,9999-12-31
4718,2701,194152,False,2018-12-10,2019-07-10
4719,2701,194641,True,2019-07-11,9999-12-31
4720,2702,94172,False,2026-05-05,2026-05-17
4721,2702,110080,False,2026-05-18,2026-05-17
4722,2703,188751,False,2022-08-07,2023-04-30
4723,2703,219329,False,2023-05-01,2024-02-08
4724,2703,260591,False,2024-02-09,2024-10-11
4725,2703,293684,True,2024-10-12,9999-12-31
4726,2704,89243,False,2017-03-10,2018-02-19
4727,2704,110055,True,2018-02-20,9999-12-31
4728,2705,123301,True,2022-09-18,9999-12-31
4729,2706,94808,False,2018-01-12,2019-04-23
4730,2707,237078,False,2022-06-14,2023-05-01
4731,2707,308359,False,2023-05-02,2026-05-17
4732,2708,153844,False,2019-11-27,2020-11-11
4733,2708,162312,False,2020-11-12,2021-08-10
4734,2708,176374,False,2021-08-11,2025-12-09
4735,2709,128138,False,2020-07-20,2023-10-30
4736,2710,105350,False,2022-06-15,2023-01-27
4737,2710,121490,False,2023-01-28,2024-01-07
4738,2710,145915,True,2024-01-08,9999-12-31
4739,2711,91470,False,2014-08-22,2015-02-28
4740,2711,99365,False,2015-03-01,2015-10-03
4741,2711,106143,True,2015-10-04,9999-12-31
4742,2712,254531,False,2021-03-20,2022-02-16
4743,2712,262997,False,2022-02-17,2022-10-20
4744,2712,264640,False,2022-10-21,2023-09-09
4745,2712,273153,True,2023-09-10,9999-12-31
4746,2713,64437,False,2022-10-06,2023-04-05
4747,2713,75435,False,2023-04-06,2024-02-08
4748,2713,88219,True,2024-02-09,9999-12-31
4749,2714,156518,True,2022-08-31,9999-12-31
4750,2715,117954,False,2024-05-11,2026-05-17
4751,2716,122007,False,2024-10-31,2026-05-17
4752,2717,118459,False,2024-02-12,2025-01-25
4753,2717,120235,True,2025-01-26,9999-12-31
4754,2718,59185,False,2025-10-05,2026-05-17
4755,2718,60235,False,2026-05-18,2026-05-17
4756,2718,61693,True,2026-05-18,9999-12-31
4757,2719,204249,True,2024-07-30,9999-12-31
4758,2720,67759,True,2023-06-08,9999-12-31
4759,2721,87349,False,2023-12-25,2024-10-19
4760,2721,89932,False,2024-10-20,2025-09-20
4761,2721,92861,False,2025-09-21,2026-05-17
4762,2722,157015,True,2023-04-16,9999-12-31
4763,2723,203142,False,2024-07-03,2025-03-21
4764,2723,215390,False,2025-03-22,2025-12-19
4765,2723,240907,False,2025-12-20,2026-05-17
4766,2723,260161,True,2026-05-18,9999-12-31
4767,2724,80548,True,2018-06-01,9999-12-31
4768,2725,109330,False,2023-12-27,2024-09-26
4769,2725,123728,False,2024-09-27,2025-09-07
4770,2725,144199,True,2025-09-08,9999-12-31
4771,2726,139064,False,2016-11-21,2017-09-22
4772,2726,141206,True,2017-09-23,9999-12-31
4773,2727,247665,False,2024-04-04,2024-12-09
4774,2727,248749,True,2024-12-10,9999-12-31
4775,2728,84727,True,2017-12-21,9999-12-31
4776,2729,208548,False,2016-10-09,2017-08-27
4777,2729,226445,False,2017-08-28,2018-06-30
4778,2729,246193,False,2018-07-01,2017-08-30
4779,2730,147631,False,2021-11-15,2022-07-27
4780,2730,159261,False,2022-07-28,2021-12-26
4781,2731,130364,False,2025-06-05,2026-03-01
4782,2731,141183,False,2026-03-02,2026-05-17
4783,2732,75490,False,2022-06-13,2023-03-07
4784,2732,80078,False,2023-03-08,2024-03-04
4785,2732,87430,True,2024-03-05,9999-12-31
4786,2733,150464,False,2016-08-11,2017-02-20
4787,2733,168378,True,2017-02-21,9999-12-31
4788,2734,232953,False,2022-04-21,2023-01-26
4789,2734,286323,True,2023-01-27,9999-12-31
4790,2735,234969,True,2025-08-14,9999-12-31
4791,2736,100851,True,2024-10-30,9999-12-31
4792,2737,126243,False,2024-08-21,2025-07-26
4793,2737,136609,False,2025-07-27,2026-05-17
4794,2738,67231,False,2016-10-12,2017-04-14
4795,2738,67688,False,2017-04-15,2017-11-05
4796,2738,68335,True,2017-11-06,9999-12-31
4797,2739,47534,True,2023-05-03,9999-12-31
4798,2740,217814,True,2019-08-07,9999-12-31
4799,2741,95806,False,2025-09-10,2026-05-17
4800,2741,100916,False,2026-05-18,2026-05-17
4801,2741,106813,False,2026-05-18,2026-05-17
4802,2742,58546,True,2023-03-10,9999-12-31
4803,2743,140331,False,2024-04-04,2025-02-25
4804,2743,150145,True,2025-02-26,9999-12-31
4805,2744,141330,False,2025-02-13,2026-05-17
4806,2745,66667,False,2023-04-30,2023-11-05
4807,2745,75474,False,2023-11-06,2024-06-17
4808,2745,88484,True,2024-06-18,9999-12-31
4809,2746,74324,False,2014-09-15,2015-04-08
4810,2746,81627,False,2015-04-09,2015-01-03
4811,2747,143751,False,2024-04-25,2024-10-29
4812,2747,156214,False,2024-10-30,2025-08-12
4813,2748,77235,False,2024-12-17,2025-11-03
4814,2748,84935,False,2025-11-04,2026-05-17
4815,2748,90353,True,2026-05-18,9999-12-31
4816,2749,82618,False,2016-04-14,2017-02-22
4817,2749,84539,False,2017-02-23,2017-10-05
4818,2749,86135,True,2017-10-06,9999-12-31
4819,2750,184335,False,2017-06-22,2018-05-30
4820,2750,193876,True,2018-05-31,9999-12-31
4821,2751,218726,False,2020-12-24,2021-12-11
4822,2751,223924,False,2021-12-12,2022-09-24
4823,2751,230537,False,2022-09-25,2021-12-01
4824,2752,60035,False,2025-04-06,2026-05-17
4825,2753,68752,False,2024-09-08,2025-09-03
4826,2753,74327,False,2025-09-04,2026-05-17
4827,2753,82533,True,2026-05-18,9999-12-31
4828,2754,109742,False,2021-08-04,2024-07-19
4829,2755,78233,True,2026-03-12,9999-12-31
4830,2756,284240,False,2022-04-06,2022-12-20
4831,2756,345003,False,2022-12-21,2025-02-24
4832,2757,217928,False,2025-09-09,2026-05-17
4833,2757,263740,True,2026-05-18,9999-12-31
4834,2758,236310,True,2015-09-19,9999-12-31
4835,2759,174515,False,2015-10-27,2016-07-09
4836,2759,177765,True,2016-07-10,9999-12-31
4837,2760,66232,False,2025-06-22,2026-02-20
4838,2760,66754,True,2026-02-21,9999-12-31
4839,2761,153661,True,2020-04-30,9999-12-31
4840,2762,80274,False,2024-10-09,2026-05-17
4841,2763,46566,False,2025-09-14,2026-05-17
4842,2764,56946,True,2025-05-14,9999-12-31
4843,2765,144881,True,2024-01-24,9999-12-31
4844,2766,138114,False,2023-01-27,2026-05-17
4845,2767,196826,True,2019-04-10,9999-12-31
4846,2768,133276,True,2020-04-04,9999-12-31
4847,2769,223956,False,2025-10-04,2026-05-17
4848,2769,236197,True,2026-05-18,9999-12-31
4849,2770,245069,True,2019-06-17,9999-12-31
4850,2771,152690,False,2017-09-15,2018-07-29
4851,2771,169933,False,2018-07-30,2019-01-26
4852,2771,194030,True,2019-01-27,9999-12-31
4853,2772,123744,True,2020-01-28,9999-12-31
4854,2773,86989,False,2023-08-10,2024-05-15
4855,2773,87726,True,2024-05-16,9999-12-31
4856,2774,143108,True,2024-06-21,9999-12-31
4857,2775,253235,False,2025-05-20,2026-01-04
4858,2775,307447,True,2026-01-05,9999-12-31
4859,2776,97836,False,2021-01-02,2021-12-07
4860,2776,122055,True,2021-12-08,9999-12-31
4861,2777,160391,False,2026-03-17,2026-05-17
4862,2777,163667,False,2026-05-18,2026-05-17
4863,2777,169966,True,2026-05-18,9999-12-31
4864,2778,84683,False,2025-08-15,2026-05-17
4865,2778,91344,False,2026-05-18,2026-05-17
4866,2778,98438,False,2026-05-18,2026-05-17
4867,2778,104983,False,2026-05-18,2026-05-17
4868,2779,87858,False,2025-11-03,2026-05-17
4869,2779,91248,False,2026-05-18,2026-05-17
4870,2779,93186,False,2026-05-18,2026-05-17
4871,2779,95444,True,2026-05-18,9999-12-31
4872,2780,147999,True,2022-05-28,9999-12-31
4873,2781,196249,False,2026-02-09,2026-05-17
4874,2781,203434,False,2026-05-18,2026-05-17
4875,2781,206421,False,2026-05-18,2026-05-17
4876,2781,214653,True,2026-05-18,9999-12-31
4877,2782,90439,False,2022-09-25,2023-07-15
4878,2782,102071,True,2023-07-16,9999-12-31
4879,2783,275939,False,2016-11-24,2017-11-09
4880,2783,289912,False,2017-11-10,2018-07-22
